Name,AssetType,AssetPath,FolderCategory,ConstructionClass,RelationRole,SuggestedSupportType,PivotType,SnapToGround,ScaleLooksMetric,NeedsScaleCheck,PlacementNotes,ChildCount,RendererCount,MeshCount,MaterialCount,MaterialNames,HasCollider,ColliderCount,HasRigidbody,RigidbodyCount,HasAnimator,HasLegacyAnimation,AnimationClipCount,AnimationClipNames,SizeX,SizeY,SizeZ,Labels
"SM_Door03_2","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Door03_2.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.1912,2.1100,0.2637,""
"SM_Door03_3","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Door03_3.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",4,4,4,1,"M_Doors",True,1,False,0,False,False,0,"",1.1912,2.1086,0.2637,""
"SM_Door03_3","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Door03_3.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.1912,2.1100,0.2637,""
"SM_Door04","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Door04.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",4,4,4,1,"M_Doors",True,1,False,0,False,False,0,"",1.4022,2.5333,0.2650,""
"SM_Door04","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Door04.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.4046,2.5336,0.2650,""
"SM_Door05","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Door05.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",4,4,4,1,"M_Doors",True,1,False,0,False,False,0,"",1.0933,2.0280,0.1108,""
"SM_Door05","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Door05.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.1023,2.1100,0.1108,""
"SM_Doorjamb01","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Doorjamb01.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",3,3,3,1,"M_Doors",True,1,False,0,False,False,0,"",3.8821,2.8341,0.2490,""
"SM_Doorjamb01","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Doorjamb01.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",3.8847,2.8377,0.2658,""
"SM_Doorjamb02","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Doorjamb02.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",3,3,3,1,"M_Doors",True,1,False,0,False,False,0,"",1.2864,2.2769,0.2490,""
"SM_Doorjamb02","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Doorjamb02.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",1.3033,2.2893,0.2658,""
"SM_Doorjamb03","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Doorjamb03.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",2,2,2,1,"M_Doors",True,1,False,0,False,False,0,"",3.7465,2.7275,0.1020,""
"SM_Doorjamb03","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Doorjamb03.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",3,3,3,1,"Lit",False,0,False,0,False,False,0,"",3.7498,2.7585,0.1037,""
"SM_Gate01","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Gate01.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",4,4,4,1,"M_Doors",True,1,False,0,False,False,0,"",1.8498,2.6880,0.1918,""
"SM_Gate01","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Gate01.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.8514,2.6968,0.1924,""
"SM_Gate02","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_Gate02.prefab","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",4,4,4,1,"M_Doors",True,1,False,0,False,False,0,"",0.8981,2.6899,0.1918,""
"SM_Gate02","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_Gate02.FBX","door","building_element","support_or_anchor","structural_support","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.8986,2.6968,0.1941,""
"SM_RollerShutters01","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_RollerShutters01.prefab","door","vehicle_equipment","major_anchor","heavy_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"M_Doors",True,1,False,0,False,False,0,"",3.7017,2.7041,0.1807,""
"SM_RollerShutters01","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_RollerShutters01.FBX","door","vehicle_equipment","major_anchor","heavy_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",3.7017,2.7108,0.1807,""
"SM_RollerShutters02","Prefab","Assets/ConstructionSite/Prefab/Building/Door/SM_RollerShutters02.prefab","door","vehicle_equipment","major_anchor","heavy_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"M_Doors",True,1,False,0,False,False,0,"",3.7017,2.7121,0.1806,""
"SM_RollerShutters02","Model","Assets/ConstructionSite/Meshes/Building/Door/SM_RollerShutters02.FBX","door","vehicle_equipment","major_anchor","heavy_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",3.7017,2.7188,0.1806,""
"SM_Fence01","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_Fence01.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,2,"M_Fence | M_FenceNet",True,1,False,0,False,False,0,"",0.0979,2.7404,0.9994,""
"SM_Fence01","Model","Assets/ConstructionSite/Meshes/Fence/SM_Fence01.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.1131,2.7525,1.0055,""
"SM_Fence02","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_Fence02.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,2,"M_Fence | M_FenceNet",True,1,False,0,False,False,0,"",0.0979,2.7404,1.9993,""
"SM_Fence02","Model","Assets/ConstructionSite/Meshes/Fence/SM_Fence02.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.1072,2.7553,2.0062,""
"SM_Fence03","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_Fence03.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,2,"M_Fence | M_FenceNet",True,1,False,0,False,False,0,"",0.0979,2.7400,1.9961,""
"SM_Fence03","Model","Assets/ConstructionSite/Meshes/Fence/SM_Fence03.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.1096,2.7557,2.0041,""
"SM_Fence04","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_Fence04.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,2,"M_Fence | M_FenceNet",True,1,False,0,False,False,0,"",0.0996,2.7404,4.0081,""
"SM_Fence04","Model","Assets/ConstructionSite/Meshes/Fence/SM_Fence04.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.1275,2.7622,4.0158,""
"SM_Fence05","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_Fence05.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,2,"M_Fence | M_FenceNet",True,1,False,0,False,False,0,"",0.1354,2.8070,4.8223,""
"SM_Fence05","Model","Assets/ConstructionSite/Meshes/Fence/SM_Fence05.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.1507,2.8378,4.8471,""
"SM_FenceWood01","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_FenceWood01.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",3,3,3,1,"M_FenceWood1",True,1,False,0,False,False,0,"",0.1869,2.5430,2.0080,""
"SM_FenceWood01","Model","Assets/ConstructionSite/Meshes/Fence/SM_FenceWood01.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.1869,2.5430,2.0170,""
"SM_FenceWood02","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_FenceWood02.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",3,3,3,1,"M_FenceWood1",True,1,False,0,False,False,0,"",0.1867,2.5328,1.0111,""
"SM_FenceWood02","Model","Assets/ConstructionSite/Meshes/Fence/SM_FenceWood02.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.1867,2.5328,1.0120,""
"SM_RoadBlock01","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_RoadBlock01.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"M_RoadBlock",True,1,False,0,False,False,0,"",0.6255,0.7655,2.0045,""
"SM_RoadBlock01","Model","Assets/ConstructionSite/Meshes/Fence/SM_RoadBlock01.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.6316,0.7655,2.0109,""
"SM_RoadBlock02","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_RoadBlock02.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"M_RoadBlock",True,1,False,0,False,False,0,"",0.6281,0.7711,2.0046,""
"SM_RoadBlock02","Model","Assets/ConstructionSite/Meshes/Fence/SM_RoadBlock02.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.6281,0.7711,2.0113,""
"SM_RoadBlock03","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_RoadBlock03.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"M_RoadBlock",True,1,False,0,False,False,0,"",0.6255,0.7655,4.0040,""
"SM_RoadBlock03","Model","Assets/ConstructionSite/Meshes/Fence/SM_RoadBlock03.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.6339,0.7720,4.0145,""
"SM_RoadBlock04","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_RoadBlock04.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,1,"M_RoadBlock",True,1,False,0,False,False,0,"",0.6286,0.7759,4.0032,""
"SM_RoadBlock04","Model","Assets/ConstructionSite/Meshes/Fence/SM_RoadBlock04.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.6360,0.7786,4.0167,""
"SM_TinSheetFence01","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_TinSheetFence01.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,2,"M_FenceWood1 | M_TinSheet01",True,1,False,0,False,False,0,"",0.2498,2.4761,2.0292,""
"SM_TinSheetFence01","Model","Assets/ConstructionSite/Meshes/Fence/SM_TinSheetFence01.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.2610,2.4926,2.0468,""
"SM_TinSheetFence02","Prefab","Assets/ConstructionSite/Prefab/Fence/SM_TinSheetFence02.prefab","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",4,4,4,2,"M_FenceWood1 | M_TinSheet01",True,1,False,0,False,False,0,"",0.1287,2.4761,1.0426,""
"SM_TinSheetFence02","Model","Assets/ConstructionSite/Meshes/Fence/SM_TinSheetFence02.FBX","fence","fence","boundary_anchor","edge_grounded","bottom_centered",True,True,False,"place on ground",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.1449,2.4892,1.0491,""
"SM_grass01_1","Prefab","Assets/ConstructionSite/Prefab/Grass/SM_grass01_1.prefab","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",4,4,4,1,"M_Grass",False,0,False,0,False,False,0,"",1.4445,0.2143,1.3745,""
"SM_grass01_1","Model","Assets/ConstructionSite/Meshes/Grass/SM_grass01_1.FBX","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",1.4445,0.2143,1.3745,""
"SM_grass01_2","Prefab","Assets/ConstructionSite/Prefab/Grass/SM_grass01_2.prefab","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",3,3,3,1,"M_Grass",False,0,False,0,False,False,0,"",0.9819,0.1567,0.8590,""
"SM_grass01_2","Model","Assets/ConstructionSite/Meshes/Grass/SM_grass01_2.FBX","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",3,3,3,1,"Lit",False,0,False,0,False,False,0,"",0.9819,0.1567,0.8590,""
"SM_grass01_3","Prefab","Assets/ConstructionSite/Prefab/Grass/SM_grass01_3.prefab","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",4,4,4,1,"M_Grass",False,0,False,0,False,False,0,"",0.9965,0.4533,1.2025,""
"SM_grass01_3","Model","Assets/ConstructionSite/Meshes/Grass/SM_grass01_3.FBX","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.9965,0.4533,1.2025,""
"SM_grass01_4","Prefab","Assets/ConstructionSite/Prefab/Grass/SM_grass01_4.prefab","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",4,4,4,1,"M_Grass",False,0,False,0,False,False,0,"",1.1641,0.4527,1.0315,""
"SM_grass01_4","Model","Assets/ConstructionSite/Meshes/Grass/SM_grass01_4.FBX","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",1.1641,0.4527,1.0315,""
"SM_grass01_5","Prefab","Assets/ConstructionSite/Prefab/Grass/SM_grass01_5.prefab","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",3,3,3,1,"M_Grass",False,0,False,0,False,False,0,"",0.8158,0.8457,0.6712,""
"SM_grass01_5","Model","Assets/ConstructionSite/Meshes/Grass/SM_grass01_5.FBX","grass","unclassified","unknown","unknown","bottom_centered",False,True,False,"",3,3,3,1,"Lit",False,0,False,0,False,False,0,"",0.8158,0.8457,0.6712,""
"SM_Rock01","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock01.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",1.4226,1.0069,1.0334,""
"SM_Rock01","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock01.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.4226,1.0069,1.0334,""
"SM_Rock02","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock02.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",1.2631,0.9438,1.0308,""
"SM_Rock02","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock02.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.2631,0.9438,1.0308,""
"SM_Rock03","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock03.prefab","ground","ground","support_anchor","ground","bottom_centered",False,True,False,"",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",0.9534,0.6946,0.7053,""
"SM_Rock03","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock03.FBX","ground","ground","support_anchor","ground","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.9534,0.6946,0.7053,""
"SM_Rock04","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock04.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",0.8189,0.4448,0.8391,""
"SM_Rock04","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock04.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.8189,0.4448,0.8391,""
"SM_Rock05","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock05.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",0.7315,0.3804,0.6218,""
"SM_Rock05","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock05.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.7315,0.3804,0.6218,""
"SM_Rock06","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock06.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",0.4642,0.5755,0.5000,""
"SM_Rock06","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock06.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.4642,0.5755,0.5000,""
"SM_Rock07","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock07.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",0.3730,0.2218,0.4444,""
"SM_Rock07","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock07.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.3730,0.2218,0.4444,""
"SM_Rock08","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock08.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",3,3,3,1,"M_Rock",True,1,False,0,False,False,0,"",0.2119,0.1795,0.2354,""
"SM_Rock08","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock08.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.2119,0.1795,0.2354,""
"SM_Rock09","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock09.prefab","ground","ground","support_anchor","ground","bottom_centered",False,True,False,"",4,4,4,1,"M_Rock",True,1,False,0,False,False,0,"",0.1842,0.1488,0.2578,""
"SM_Rock09","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock09.FBX","ground","ground","support_anchor","ground","bottom_centered",False,True,False,"",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.1852,0.1488,0.2578,""
"SM_Rock10","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock10.prefab","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",3,3,3,1,"M_Rock",True,1,False,0,False,False,0,"",0.2650,0.1111,0.2387,""
"SM_Rock10","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock10.FBX","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.2650,0.1111,0.2387,""
"SM_Rock11","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock11.prefab","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",3,3,3,1,"M_Rock",True,1,False,0,False,False,0,"",0.2675,0.1312,0.3334,""
"SM_Rock11","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock11.FBX","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.2675,0.1312,0.3334,""
"SM_Rock12","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock12.prefab","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",3,3,3,1,"M_Rock",True,1,False,0,False,False,0,"",0.2772,0.0944,0.2710,""
"SM_Rock12","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock12.FBX","ground","ground","support_anchor","ground","offset",False,True,False,"pivot may need placement offset correction",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.2772,0.0944,0.2710,""
"SM_Rock13","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock13.prefab","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",3,3,3,1,"M_Rock",True,1,False,0,False,False,0,"",0.3759,0.1312,0.3389,""
"SM_Rock13","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock13.FBX","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.3759,0.1325,0.3389,""
"SM_Rock14","Prefab","Assets/ConstructionSite/Prefab/Ground/SM_Rock14.prefab","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",3,3,3,1,"M_Rock",True,1,False,0,False,False,0,"",0.4755,0.1312,0.2998,""
"SM_Rock14","Model","Assets/ConstructionSite/Meshes/Ground/SM_Rock14.FBX","ground","ground","support_anchor","ground","centered",False,True,False,"pivot may need placement offset correction",4,4,4,1,"Lit",False,0,False,0,False,False,0,"",0.4755,0.1328,0.2998,""
"SM_Barrel01","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_Barrel01.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,1,"M_Barrel1",True,1,False,0,False,False,0,"",0.5671,0.9279,0.5727,""
"SM_Barrel01","Model","Assets/ConstructionSite/Meshes/IndustryPropsPack6/SM_Barrel01.FBX","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.5671,0.9279,0.5727,""
"SM_Barrel02","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_Barrel02.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,1,"M_Barrel1",True,1,False,0,False,False,0,"",0.5580,0.9214,0.5700,""
"SM_Barrel02","Model","Assets/ConstructionSite/Meshes/IndustryPropsPack6/SM_Barrel02.FBX","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.5601,0.9231,0.5700,""
"SM_Barrel03","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_Barrel03.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,1,"M_Barrel1",True,1,False,0,False,False,0,"",0.5857,0.9294,0.5702,""
"SM_Barrel03","Model","Assets/ConstructionSite/Meshes/IndustryPropsPack6/SM_Barrel03.FBX","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",0.5857,0.9294,0.5702,""
"SM_Barrel04","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_Barrel04.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,2,"M_Barrel1 | M_Tarp1",True,1,False,0,False,False,0,"",1.5392,0.9833,1.4977,""
"SM_Barrel04","Model","Assets/ConstructionSite/Meshes/IndustryPropsPack6/SM_Barrel04.FBX","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.5392,0.9833,1.4977,""
"SM_Box01","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_Box01.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,1,"M_Box1",True,1,False,0,False,False,0,"",1.3233,0.9632,2.3749,""
"SM_Box01","Model","Assets/ConstructionSite/Meshes/IndustryPropsPack6/SM_Box01.FBX","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.3233,0.9658,2.3749,""
"SM_Box02","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_Box02.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,1,"M_Box1",True,1,False,0,False,False,0,"",1.3228,0.9547,1.4685,""
"SM_Box02","Model","Assets/ConstructionSite/Meshes/IndustryPropsPack6/SM_Box02.FBX","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.3228,0.9582,1.4685,""
"SM_Box03","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_Box03.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,2,"M_Box1 | M_Tarp1",True,1,False,0,False,False,0,"",1.8543,1.1118,2.8464,""
"SM_Box03","Model","Assets/ConstructionSite/Meshes/IndustryPropsPack6/SM_Box03.FBX","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",5,5,5,1,"Lit",False,0,False,0,False,False,0,"",1.8543,1.1118,2.8464,""
"SM_TrafficBarrel01","Prefab","Assets/ConstructionSite/Prefab/IndustryPropsPack6/SM_TrafficBarrel01.prefab","industrypropspack6","small_prop","dependent","place_on_ground_or_support","bottom_centered",True,True,False,"place on ground | can be placed near anchor objects",4,4,4,1,"M_TrafficBarrel",True,1,False,0,False,False,0,"",0.8107,0.9540,0.8107,""
